시군구,번지,지목,용도지역,도로조건,계약년월,계약일,계약면적(㎡),거래금액(만원),지분구분,해제사유발생일
경기도 시흥시 화정동,산9*,임야,자연녹지지역,-,201906,4,760,"1,840",지분,
경기도 시흥시 화정동,산9*,임야,자연녹지지역,-,201906,4,794,"1,920",지분,
경기도 시흥시 화정동,산9*,임야,개발제한구역,-,201906,4,859,"2,080",지분,
경기도 시흥시 화정동,산9*,임야,개발제한구역,-,201906,4,926,"2,240",지분,
경기도 시흥시 군자동,산1**,임야,자연녹지지역,-,201906,4,992,"2,538",지분,
경기도 시흥시 조남동,6**,대,준주거지역,25m미만,201906,4,1845,"365,000", ,
경기도 시흥시 조남동,6**,대,준주거지역,25m미만,201906,4,1850,"365,000", ,
경기도 시흥시 군자동,산1**,임야,개발제한구역,-,201906,4,1653,"4,231",지분,
경기도 시흥시 방산동,산9*,임야,개발제한구역,8m미만,201906,4,330,"4,740",지분,
경기도 시흥시 신천동,6**,전,개발제한구역,8m미만,201906,4,1322,"52,000", ,
경기도 시흥시 방산동,7**,구거,개발제한구역,8m미만,201906,5,35,"1,035",지분,
경기도 시흥시 방산동,7**,제방,개발제한구역,8m미만,201906,5,37,"1,035",지분,
경기도 시흥시 방산동,7**,제방,개발제한구역,8m미만,201906,5,37,"1,035",지분,
경기도 시흥시 정왕동,산1*,임야,개발제한구역,8m미만,201906,5,165,"1,398",지분,
경기도 시흥시 능곡동,산1*,임야,개발제한구역,-,201906,5,99,"1,470",지분,
경기도 시흥시 방산동,7**,잡종지,개발제한구역,8m미만,201906,5,53,"1,503",지분,
경기도 시흥시 방산동,7**,염전,개발제한구역,8m미만,201906,5,351,"13,641",지분,
경기도 시흥시 정왕동,6*,답,개발제한구역,-,201906,5,1504,"19,000", ,
경기도 시흥시 거모동,2**,도로,제2종일반주거지역,12m미만,201906,5,20,"2,300", ,
경기도 시흥시 방산동,7**,염전,개발제한구역,8m미만,201906,5,680,"24,303",지분,
경기도 시흥시 방산동,7**,구거,개발제한구역,8m미만,201906,5,15,284,지분,
경기도 시흥시 금이동,산1**,임야,개발제한구역,-,201906,5,232,"3,150",지분,
경기도 시흥시 조남동,6**,임야,자연녹지지역,-,201906,5,330,"3,790",지분,
경기도 시흥시 방산동,7**,잡종지,개발제한구역,8m미만,201906,5,109,"4,039",지분,
경기도 시흥시 안현동,산3*,임야,자연녹지지역,-,201906,5,463,"5,530",지분,
경기도 시흥시 방산동,7**,제방,개발제한구역,8m미만,201906,5,21,624,지분,
경기도 시흥시 능곡동,산1*,임야,개발제한구역,-,201906,5,49,735,지분,
경기도 시흥시 방산동,7**,제방,개발제한구역,8m미만,201906,5,23,738,지분,
경기도 시흥시 방산동,7**,구거,개발제한구역,8m미만,201906,5,26,840,지분,
경기도 시흥시 방산동,7**,구거,개발제한구역,8m미만,201906,5,34,923,지분,
경기도 시흥시 능곡동,산2*,임야,자연녹지지역,-,201906,5,66,958,지분,
경기도 시흥시 월곶동,산5*,임야,개발제한구역,12m미만,201906,7,69,"1,037",지분,
경기도 시흥시 월곶동,산5*,임야,개발제한구역,12m미만,201906,7,72,"1,087",지분,
경기도 시흥시 월곶동,산5*,임야,개발제한구역,12m미만,201906,7,83,"1,248",지분,
경기도 시흥시 장현동,산8*,임야,개발제한구역,-,201906,7,99,"1,293",지분,
경기도 시흥시 방산동,산*,임야,개발제한구역,8m미만,201906,7,33,"1,470",지분,
경기도 시흥시 월곶동,산5*,임야,개발제한구역,12m미만,201906,7,99,"1,482",지분,
경기도 시흥시 월곶동,산5*,임야,개발제한구역,12m미만,201906,7,116,"1,747",지분,
경기도 시흥시 월곶동,산5*,임야,개발제한구역,12m미만,201906,7,132,"1,976",지분,
경기도 시흥시 매화동,산1*,임야,개발제한구역,8m미만,201906,7,100,"2,000",지분,
경기도 시흥시 금이동,산1**,임야,개발제한구역,-,201906,7,165,"2,250",지분,
경기도 시흥시 능곡동,산2*,임야,자연녹지지역,-,201906,7,165,"2,272",지분,
경기도 시흥시 매화동,산1*,임야,개발제한구역,8m미만,201906,7,123,"2,500",지분,
경기도 시흥시 방산동,산*,임야,개발제한구역,8m미만,201906,7,7,290,지분,
경기도 시흥시 월곶동,산5*,임야,개발제한구역,12m미만,201906,7,231,"3,493",지분,
경기도 시흥시 매화동,산1*,임야,개발제한구역,8m미만,201906,7,182,"3,800",지분,
경기도 시흥시 방산동,산*,임야,개발제한구역,8m미만,201906,7,89,"3,916",지분,
경기도 시흥시 월곶동,산5*,임야,개발제한구역,12m미만,201906,7,264,"3,992",지분,
경기도 시흥시 신천동,6**,전,개발제한구역,8m미만,201906,7,913,"32,568", ,
경기도 시흥시 안현동,*,전,개발제한구역,8m미만,201906,7,1260,"35,000", ,
경기도 시흥시 방산동,산*,임야,개발제한구역,8m미만,201906,7,10,441,지분,
경기도 시흥시 매화동,7**,답,개발제한구역,8m미만,201906,7,99,"5,670",지분,
경기도 시흥시 정왕동,산1*,임야,개발제한구역,8m미만,201906,7,83,699,지분,
경기도 시흥시 방산동,산*,임야,개발제한구역,8m미만,201906,7,20,882,지분,
경기도 시흥시 과림동,산4*,임야,자연녹지지역,8m미만,201906,7,33,950,지분,
경기도 시흥시 월곶동,산5*,임야,개발제한구역,12m미만,201906,7,66,998,지분,
경기도 시흥시 미산동,산4*,임야,개발제한구역,-,201906,10,105.78,"1,373",지분,
경기도 시흥시 월곶동,산5*,임야,개발제한구역,12m미만,201906,10,99,"1,482",지분,
경기도 시흥시 능곡동,산1*,임야,개발제한구역,-,201906,10,102.47,"1,519",지분,
경기도 시흥시 월곶동,산3*,임야,개발제한구역,-,201906,10,198,"1,776",지분,
경기도 시흥시 산현동,산6*,임야,개발제한구역,8m미만,201906,10,204.96,"2,418",지분,
경기도 시흥시 능곡동,산1*,임야,개발제한구역,-,201906,10,165.3,"2,450",지분,
경기도 시흥시 광석동,산1*,임야,개발제한구역,-,201906,10,5616,"22,087", ,
경기도 시흥시 미산동,8*,임야,개발제한구역,-,201906,10,2172,"22,750", ,
경기도 시흥시 능곡동,산1*,임야,개발제한구역,-,201906,10,16.52,245,지분,
경기도 시흥시 금이동,산1*,임야,자연녹지지역,-,201906,10,330,"3,356",지분,
경기도 시흥시 금이동,산1*,임야,자연녹지지역,-,201906,10,330,"3,390",지분,
경기도 시흥시 도창동,4**,대,제1종일반주거지역,8m미만,201906,10,390,"34,950", ,
경기도 시흥시 미산동,산4*,임야,개발제한구역,-,201906,10,33.05,429,지분,
경기도 시흥시 광석동,산1*,임야,개발제한구역,-,201906,10,11453,"45,032", ,
경기도 시흥시 능곡동,산1*,임야,개발제한구역,-,201906,10,33,490,지분,
경기도 시흥시 포동,3**,대,제1종일반주거지역,8m미만,201906,10,42,"5,000",지분,
경기도 시흥시 산현동,산6*,임야,개발제한구역,8m미만,201906,10,429,"5,070",지분,
경기도 시흥시 조남동,산1**,임야,개발제한구역,-,201906,10,16914,"74,000", ,
경기도 시흥시 능곡동,산1*,임야,개발제한구역,-,201906,10,66,980,지분,
경기도 시흥시 방산동,산*,임야,개발제한구역,8m미만,201906,11,33,"1,470",지분,
경기도 시흥시 광석동,산1*,임야,개발제한구역,-,201906,11,165,"2,195",지분,
경기도 시흥시 조남동,산1**,임야,개발제한구역,8m미만,201906,11,330,"2,790",지분,
경기도 시흥시 방산동,산8*,임야,개발제한구역,8m미만,201906,11,3,300,지분,
경기도 시흥시 광석동,산1*,임야,개발제한구역,-,201906,11,331,"4,390",지분,
경기도 시흥시 방산동,산*,임야,개발제한구역,8m미만,201906,11,99,"4,410",지분,
경기도 시흥시 능곡동,산2*,임야,자연녹지지역,-,201906,11,330,"4,590",지분,
경기도 시흥시 능곡동,산1*,임야,개발제한구역,-,201906,11,33.06,490,지분,
경기도 시흥시 금이동,산1*,임야,개발제한구역,-,201906,11,66,678,지분,
경기도 시흥시 도창동,3**,답,자연녹지지역,8m미만,201906,11,83,"7,228",지분,
경기도 시흥시 장현동,산8*,임야,개발제한구역,-,201906,11,661,"8,600",지분,
경기도 시흥시 매화동,4**,임야,제1종일반주거지역,-,201906,11,1,80, ,
경기도 시흥시 물왕동,2**,유지,개발제한구역,12m미만,201906,11,1800,"81,600", ,
경기도 시흥시 미산동,산4*,임야,개발제한구역,-,201906,12,99.17,"1,287",지분,
경기도 시흥시 방산동,산*,임야,개발제한구역,8m미만,201906,12,33,"1,470",지분,
경기도 시흥시 조남동,산1**,임야,개발제한구역,8m미만,201906,12,198,"1,525",지분,
경기도 시흥시 정왕동,산1*,임야,개발제한구역,8m미만,201906,12,5523.2,"16,000",지분,
경기도 시흥시 논곡동,산1*,임야,개발제한구역,8m미만,201906,12,1984,"19,000", ,
경기도 시흥시 방산동,산*,임야,개발제한구역,8m미만,201906,12,56,"2,499",지분,
경기도 시흥시 미산동,산4*,임야,개발제한구역,-,201906,12,257.84,"3,346",지분,
경기도 시흥시 방산동,산*,임야,개발제한구역,8m미만,201906,12,86,"3,822",지분,
경기도 시흥시 방산동,산*,임야,개발제한구역,8m미만,201906,12,99,"4,410",지분,
경기도 시흥시 방산동,산*,임야,개발제한구역,8m미만,201906,12,172,"7,640",지분,
경기도 시흥시 미산동,산4*,임야,개발제한구역,-,201906,12,66.16,858,지분,
경기도 시흥시 은행동,*,대,용도미지정,-,201906,12,4276,"870,000", ,
경기도 시흥시 능곡동,산3*,임야,개발제한구역,-,201906,13,66,"1,247",지분,
경기도 시흥시 방산동,산*,임야,개발제한구역,8m미만,201906,13,33,"1,470",지분,
경기도 시흥시 도창동,3**,답,개발제한구역,8m미만,201906,13,33,"1,600",지분,
경기도 시흥시 대야동,산1**,임야,자연녹지지역,-,201906,13,165,"1,629",지분,
경기도 시흥시 대야동,산1**,임야,자연녹지지역,-,201906,13,628,"1,916", ,
경기도 시흥시 물왕동,5*,전,개발제한구역,12m미만,201906,13,208,"11,000", ,
경기도 시흥시 금이동,5**,전,개발제한구역,-,201906,13,500,"14,500", ,
경기도 시흥시 광석동,산1*,임야,개발제한구역,-,201906,13,165,"2,195",지분,
경기도 시흥시 금이동,산1**,임야,개발제한구역,-,201906,13,198,"2,700",지분,
경기도 시흥시 조남동,산1**,임야,개발제한구역,8m미만,201906,13,330,"2,734",지분,
경기도 시흥시 대야동,산1**,임야,자연녹지지역,-,201906,13,330,"3,257",지분,
경기도 시흥시 대야동,산1**,임야,자연녹지지역,-,201906,13,99,303,지분,
경기도 시흥시 능곡동,산3*,임야,개발제한구역,-,201906,13,264,"4,990",지분,
경기도 시흥시 군자동,2**,전,개발제한구역,8m미만,201906,13,99,"5,500",지분,
경기도 시흥시 대야동,산1**,임야,자연녹지지역,-,201906,13,86,847,지분,
경기도 시흥시 능곡동,산3*,임야,개발제한구역,-,201906,13,49,936,지분,
경기도 시흥시 대야동,산1**,임야,자연녹지지역,-,201906,13,99,977,지분,
경기도 시흥시 조남동,산1**,임야,개발제한구역,8m미만,201906,14,188,"1,055",지분,
경기도 시흥시 능곡동,산2*,임야,자연녹지지역,-,201906,14,102,"1,437",지분,
경기도 시흥시 금이동,산1*,임야,자연녹지지역,-,201906,14,169,"1,627",지분,
경기도 시흥시 금이동,산1*,임야,개발제한구역,-,201906,14,166,"1,695",지분,
경기도 시흥시 대야동,산1**,임야,자연녹지지역,-,201906,14,198,"1,954",지분,
경기도 시흥시 군자동,산1*,임야,개발제한구역,-,201906,14,330,"13,000",지분,
경기도 시흥시 방산동,산*,임야,개발제한구역,8m미만,201906,14,50,"2,205",지분,
경기도 시흥시 과림동,4**,임야,자연녹지지역,-,201906,14,66,"2,240",지분,
경기도 시흥시 산현동,산5*,임야,개발제한구역,8m미만,201906,14,165,"2,569",지분,
경기도 시흥시 월곶동,산3*,임야,개발제한구역,-,201906,14,330,"2,990",지분,
경기도 시흥시 방산동,산9*,임야,개발제한구역,8m미만,201906,14,231,"3,318",지분,
경기도 시흥시 매화동,산*,임야,개발제한구역,-,201906,14,66,497,지분,
경기도 시흥시 포동,산6*,임야,개발제한구역,-,201906,14,32,520,지분,
경기도 시흥시 군자동,산1**,임야,자연녹지지역,-,201906,14,661,"6,514",지분,
경기도 시흥시 군자동,산1**,임야,개발제한구역,-,201906,14,661,"6,514",지분,
경기도 시흥시 대야동,산1**,임야,자연녹지지역,-,201906,14,85,847,지분,
경기도 시흥시 매화동,산*,임야,개발제한구역,-,201906,15,165,"1,282",지분,
경기도 시흥시 매화동,산*,임야,개발제한구역,-,201906,15,198,"1,538",지분,
경기도 시흥시 매화동,산*,임야,개발제한구역,-,201906,15,204,"1,590",지분,
경기도 시흥시 매화동,산*,임야,개발제한구역,-,201906,15,330,"2,564",지분,
경기도 시흥시 조남동,6**,임야,자연녹지지역,-,201906,15,330,"3,790",지분,
경기도 시흥시 도창동,2**,답,개발제한구역,8m미만,201906,15,99,"5,370",지분,
경기도 시흥시 대야동,산1**,임야,자연녹지지역,-,201906,15,66,658,지분,
경기도 시흥시 매화동,7*,전,개발제한구역,12m미만,201906,17,35,"1,920", ,
경기도 시흥시 미산동,산*,임야,제1종일반주거지역,8m미만,201906,17,201,"15,000", ,
경기도 시흥시 광석동,산1*,임야,개발제한구역,-,201906,17,166,"2,195",지분,
경기도 시흥시 월곶동,산3*,임야,개발제한구역,-,201906,17,330,"2,960",지분,
경기도 시흥시 매화동,7*,전,개발제한구역,12m미만,201906,17,696,"36,050", ,
경기도 시흥시 도창동,3**,답,자연녹지지역,8m미만,201906,17,50,"4,337",지분,
경기도 시흥시 과림동,6**,전,자연녹지지역,8m미만,201906,17,512,"44,500", ,
경기도 시흥시 방산동,산*,임야,개발제한구역,8m미만,201906,17,10,441,지분,
경기도 시흥시 능곡동,산2*,임야,자연녹지지역,-,201906,17,33,479,지분,
경기도 시흥시 도창동,3**,답,개발제한구역,8m미만,201906,17,66,"5,782",지분,
경기도 시흥시 매화동,7*,전,개발제한구역,12m미만,201906,17,1,50, ,
경기도 시흥시 매화동,7*,전,자연녹지지역,12m미만,201906,17,126,"6,500", ,
경기도 시흥시 군자동,산1**,임야,개발제한구역,-,201906,18,66,"1,076",지분,
경기도 시흥시 군자동,산1**,임야,개발제한구역,-,201906,18,66,"1,140",지분,
경기도 시흥시 군자동,산1**,임야,개발제한구역,-,201906,18,66,"1,160",지분,
경기도 시흥시 월곶동,산5*,임야,개발제한구역,12m미만,201906,18,99,"1,482",지분,
경기도 시흥시 군자동,산1**,임야,개발제한구역,-,201906,18,99,"1,614",지분,
경기도 시흥시 군자동,산1**,임야,개발제한구역,-,201906,18,99,"1,710",지분,
경기도 시흥시 군자동,산1**,임야,개발제한구역,-,201906,18,331,"3,158",지분,
경기도 시흥시 군자동,산1**,임야,자연녹지지역,-,201906,18,331,"3,158",지분,
경기도 시흥시 미산동,1**,전,개발제한구역,8m미만,201906,18,1000,"31,788", ,
경기도 시흥시 금이동,산1**,임야,개발제한구역,-,201906,18,495,"6,750",지분,
경기도 시흥시 포동,산6*,임야,개발제한구역,-,201906,18,49,780,지분,
경기도 시흥시 월곶동,산5*,임야,개발제한구역,12m미만,201906,18,66,848,지분,
경기도 시흥시 안현동,산3*,임야,자연녹지지역,-,201906,19,165,"1,995",지분,
경기도 시흥시 능곡동,1**,임야,개발제한구역,-,201906,19,66,"2,800",지분,
경기도 시흥시 화정동,산9*,임야,개발제한구역,-,201906,19,330,"2,921",지분,
경기도 시흥시 미산동,4**,답,개발제한구역,8m미만,201906,19,66,"2,940",지분,
경기도 시흥시 거모동,6**,답,제1종일반주거지역,8m미만,201906,19,46,"4,350", ,
경기도 시흥시 금이동,산1**,임야,개발제한구역,-,201906,19,115,759,지분,
경기도 시흥시 화정동,산9*,임야,개발제한구역,-,201906,19,99,876,지분,
경기도 시흥시 금이동,산1**,임야,개발제한구역,-,201906,20,76,"1,035",지분,
경기도 시흥시 월곶동,산5*,임야,개발제한구역,12m미만,201906,20,83,"1,060",지분,
경기도 시흥시 월곶동,산5*,임야,개발제한구역,12m미만,201906,20,99,"1,272",지분,
