시군구,번지,지목,용도지역,도로조건,계약년월,계약일,계약면적(㎡),거래금액(만원),지분구분,해제사유발생일
경기도 시흥시 도창동,3**,답,개발제한구역,8m미만,201905,13,82,"7,228",지분,
경기도 시흥시 방산동,산2*,임야,개발제한구역,-,201905,13,311,"7,332",지분,
경기도 시흥시 군자동,산1**,임야,개발제한구역,-,201905,13,52,776,지분,
경기도 시흥시 군자동,산1**,임야,개발제한구역,-,201905,13,495,"8,700",지분,
경기도 시흥시 대야동,산1**,임야,개발제한구역,-,201905,13,99.17,879,지분,
경기도 시흥시 방산동,산2*,임야,개발제한구역,-,201905,13,3.9,94,지분,
경기도 시흥시 군자동,산1**,임야,개발제한구역,-,201905,13,132.23,988,지분,
경기도 시흥시 정왕동,2***,공장용지,일반공업지역,25m미만,201905,14,10525.4,"1,050,000", ,
경기도 시흥시 능곡동,산1*,임야,개발제한구역,-,201905,14,82.64,"1,225",지분,
경기도 시흥시 미산동,산4*,임야,개발제한구역,-,201905,14,99.17,"1,287",지분,
경기도 시흥시 능곡동,산1*,임야,개발제한구역,-,201905,14,102.48,"1,519",지분,
경기도 시흥시 능곡동,산1*,임야,개발제한구역,-,201905,14,128.92,"1,911",지분,
경기도 시흥시 안현동,4**,임야,개발제한구역,8m미만,201905,14,507,"14,800", ,
경기도 시흥시 능곡동,1**,임야,개발제한구역,-,201905,14,53,"2,240",지분,
경기도 시흥시 안현동,4**,임야,개발제한구역,8m미만,201905,14,20.5,250,지분,
경기도 시흥시 능곡동,1**,임야,개발제한구역,-,201905,14,66,"3,000",지분,
경기도 시흥시 대야동,산1**,임야,개발제한구역,-,201905,14,36.36,322,지분,
경기도 시흥시 정왕동,산1*,임야,개발제한구역,8m미만,201905,14,33,329,지분,
경기도 시흥시 능곡동,1**,임야,개발제한구역,-,201905,14,99,"4,440",지분,
경기도 시흥시 미산동,산4*,임야,개발제한구역,-,201905,14,33.05,429,지분,
경기도 시흥시 도창동,3**,답,자연녹지지역,8m미만,201905,14,66,"5,782",지분,
경기도 시흥시 도창동,3**,답,개발제한구역,8m미만,201905,14,66,"5,782",지분,
경기도 시흥시 죽율동,4**,전,개발제한구역,12m미만,201905,14,1507,"51,415", ,
경기도 시흥시 신천동,8**,공장용지,일반공업지역,12m미만,201905,14,56.67,"6,300",지분,
경기도 시흥시 능곡동,산2*,임야,자연녹지지역,-,201905,14,495,"6,885",지분,
경기도 시흥시 안현동,4**,임야,개발제한구역,8m미만,201905,14,59.1,600,지분,
경기도 시흥시 능곡동,산3*,임야,개발제한구역,-,201905,14,33,630,지분,
경기도 시흥시 장곡동,산2*,임야,개발제한구역,-,201905,15,59.5,"1,242",지분,
경기도 시흥시 능곡동,1**,임야,개발제한구역,-,201905,15,33,"1,400",지분,
경기도 시흥시 능곡동,1**,임야,개발제한구역,-,201905,15,33,"1,500",지분,
경기도 시흥시 능곡동,산3*,임야,개발제한구역,-,201905,15,82,"1,559",지분,
경기도 시흥시 방산동,산2*,임야,개발제한구역,-,201905,15,66.7,"1,560",지분,
경기도 시흥시 방산동,산2*,임야,개발제한구역,-,201905,15,81,"1,911",지분,
경기도 시흥시 방산동,산2*,임야,개발제한구역,-,201905,15,466,"10,998",지분,
경기도 시흥시 방산동,산2*,임야,개발제한구역,-,201905,15,5,117,지분,
경기도 시흥시 미산동,2**,도로,제1종일반주거지역,8m미만,201905,15,33,"2,000",지분,
경기도 시흥시 능곡동,1**,임야,개발제한구역,-,201905,15,49.5,"2,250",지분,
경기도 시흥시 능곡동,산3*,임야,개발제한구역,-,201905,15,99,"2,550",지분,
경기도 시흥시 매화동,산*,임야,개발제한구역,-,201905,15,330,"2,690",지분,
경기도 시흥시 미산동,2**,도로,제1종일반주거지역,8m미만,201905,15,59.4,"2,900",지분,
경기도 시흥시 방산동,산*,임야,개발제한구역,8m미만,201905,15,66,"2,940",지분,
경기도 시흥시 미산동,2**,도로,제1종일반주거지역,8m미만,201905,15,3.3,250,지분,
경기도 시흥시 미산동,2**,도로,제1종일반주거지역,8m미만,201905,15,3.3,250,지분,
경기도 시흥시 장현동,산7*,임야,자연녹지지역,-,201905,15,4628,"26,600", ,
경기도 시흥시 장현동,산7*,임야,자연녹지지역,-,201905,15,4628,"26,600", ,
경기도 시흥시 미산동,2**,도로,제1종일반주거지역,8m미만,201905,15,42.9,"3,250",지분,
경기도 시흥시 능곡동,1**,임야,개발제한구역,-,201905,15,82.6,"3,500",지분,
경기도 시흥시 미산동,2**,도로,제1종일반주거지역,8m미만,201905,15,3.3,300,지분,
경기도 시흥시 미산동,2**,도로,제1종일반주거지역,8m미만,201905,15,3.3,300,지분,
경기도 시흥시 도창동,2*,전,개발제한구역,8m미만,201905,15,672,"36,540", ,
경기도 시흥시 방산동,산2*,임야,개발제한구역,-,201905,15,17,390,지분,
경기도 시흥시 능곡동,1**,임야,개발제한구역,-,201905,15,99,"4,500",지분,
경기도 시흥시 장현동,산8*,임야,개발제한구역,8m미만,201905,15,214,"4,875",지분,
경기도 시흥시 능곡동,산1*,임야,개발제한구역,-,201905,15,33,490,지분,
경기도 시흥시 방산동,산2*,임야,개발제한구역,-,201905,15,30,702,지분,
경기도 시흥시 방산동,산2*,임야,개발제한구역,-,201905,15,3.3,78,지분,
경기도 시흥시 조남동,산1**,임야,개발제한구역,-,201905,15,89,829,지분,
경기도 시흥시 군자동,산8*,임야,개발제한구역,-,201905,15,1157,"9,702",지분,
경기도 시흥시 월곶동,산1*,임야,개발제한구역,-,201905,16,99,"1,020",지분,
경기도 시흥시 군자동,산1**,임야,개발제한구역,-,201905,16,66,"1,076",지분,
경기도 시흥시 군자동,산1**,임야,자연녹지지역,25m미만,201905,16,60,"1,404",지분,
경기도 시흥시 군자동,산1**,임야,개발제한구역,-,201905,16,119,"1,814",지분,
경기도 시흥시 능곡동,산2*,임야,자연녹지지역,-,201905,16,168,"1,974",지분,
경기도 시흥시 대야동,산1**,임야,개발제한구역,-,201905,16,4760,"16,863", ,
경기도 시흥시 논곡동,9*,전,개발제한구역,25m미만,201905,16,358,"19,440", ,
경기도 시흥시 거모동,7**,답,개발제한구역,8m미만,201905,16,707,"21,000", ,
경기도 시흥시 거모동,6**,전,개발제한구역,-,201905,16,1914,"24,900", ,
경기도 시흥시 거모동,산8*,임야,개발제한구역,-,201905,16,330.58,"3,790",지분,
경기도 시흥시 논곡동,9*,전,개발제한구역,25m미만,201905,16,750,"40,900", ,
경기도 시흥시 방산동,산2*,임야,개발제한구역,-,201905,16,20,468,지분,
경기도 시흥시 포동,산6*,임야,개발제한구역,-,201905,16,33,520,지분,
경기도 시흥시 논곡동,9*,전,개발제한구역,25m미만,201905,16,1237,"67,460", ,
경기도 시흥시 방산동,산2*,임야,개발제한구역,-,201905,16,311,"7,332",지분,
경기도 시흥시 방산동,산2*,임야,개발제한구역,-,201905,16,32.5,780,지분,
경기도 시흥시 매화동,7**,답,개발제한구역,8m미만,201905,16,13,836,지분,
경기도 시흥시 방산동,산2*,임야,개발제한구역,-,201905,16,36.3,858,지분,
경기도 시흥시 군자동,산9*,임야,개발제한구역,-,201905,17,132.23,"1,036",지분,
경기도 시흥시 포동,산6*,임야,개발제한구역,-,201905,17,77,"1,196",지분,
경기도 시흥시 금이동,산1**,임야,개발제한구역,-,201905,17,99,"1,350",지분,
경기도 시흥시 방산동,산2*,임야,개발제한구역,-,201905,17,6,140,지분,
경기도 시흥시 장곡동,4*,답,개발제한구역,8m미만,201905,17,793,"17,500", ,
경기도 시흥시 방산동,산2*,임야,개발제한구역,-,201905,17,93,"2,200",지분,
경기도 시흥시 군자동,산2*,임야,개발제한구역,-,201905,17,56.2,"2,686",지분,
경기도 시흥시 장곡동,1*,답,개발제한구역,8m미만,201905,17,1020,"20,500", ,
경기도 시흥시 방산동,산2*,임야,개발제한구역,-,201905,17,10,234,지분,
경기도 시흥시 대야동,산1**,임야,개발제한구역,-,201905,17,33.05,293,지분,
경기도 시흥시 조남동,6**,임야,자연녹지지역,-,201905,17,334,"3,590",지분,
경기도 시흥시 방산동,산2*,임야,개발제한구역,-,201905,17,165,"3,900",지분,
경기도 시흥시 하상동,1*,답,개발제한구역,8m미만,201905,17,3980,"60,200", ,
경기도 시흥시 장곡동,산2*,임야,개발제한구역,-,201905,19,179,"2,619",지분,
경기도 시흥시 정왕동,2***,대,제2종전용주거지역,25m미만,201905,19,297.6,"53,100", ,
경기도 시흥시 미산동,산4*,임야,개발제한구역,-,201905,20,79.33,"1,030",지분,
경기도 시흥시 미산동,산4*,임야,개발제한구역,-,201905,20,82.64,"1,073",지분,
경기도 시흥시 금이동,산1**,임야,개발제한구역,-,201905,20,99.18,"1,140",지분,
경기도 시흥시 미산동,산4*,임야,개발제한구역,-,201905,20,99.17,"1,287",지분,
경기도 시흥시 금이동,산1**,임야,개발제한구역,-,201905,20,99,"1,290",지분,
경기도 시흥시 미산동,산4*,임야,개발제한구역,-,201905,20,1157.03,"15,015",지분,
경기도 시흥시 미산동,산4*,임야,개발제한구역,-,201905,20,165.29,"2,145",지분,
경기도 시흥시 거모동,2**,도로,제2종일반주거지역,12m미만,201905,20,20,"2,332", ,
경기도 시흥시 장곡동,산4*,임야,개발제한구역,-,201905,20,165,"3,400",지분,
경기도 시흥시 과림동,3*,답,자연녹지지역,8m미만,201905,20,496,"34,400", ,
경기도 시흥시 거모동,산8*,임야,개발제한구역,-,201905,20,33.05,379,지분,
경기도 시흥시 능곡동,산2*,임야,자연녹지지역,-,201905,20,366,"5,044",지분,
경기도 시흥시 정왕동,2***,대,제2종전용주거지역,25m미만,201905,20,275.5,"51,600", ,
경기도 시흥시 월곶동,7**,답,개발제한구역,-,201905,20,69,800, ,
경기도 시흥시 정왕동,산1*,임야,개발제한구역,8m미만,201905,21,122,"1,035",지분,
경기도 시흥시 정왕동,산1*,임야,개발제한구역,8m미만,201905,21,132,"1,119",지분,
경기도 시흥시 방산동,산*,임야,개발제한구역,8m미만,201905,21,33,"1,470",지분,
경기도 시흥시 매화동,8**,답,개발제한구역,8m미만,201905,21,33,"1,600",지분,
경기도 시흥시 거모동,산9*,임야,개발제한구역,8m미만,201905,21,165,"1,627",지분,
경기도 시흥시 도창동,2**,답,자연녹지지역,8m미만,201905,21,33,"1,800",지분,
경기도 시흥시 매화동,8**,답,개발제한구역,8m미만,201905,21,50,"2,400",지분,
경기도 시흥시 매화동,8**,답,개발제한구역,8m미만,201905,21,66,"3,200",지분,
경기도 시흥시 도창동,2**,답,자연녹지지역,8m미만,201905,21,99,"5,250",지분,
경기도 시흥시 과림동,4**,전,자연녹지지역,-,201905,21,238,"5,500", ,
경기도 시흥시 정왕동,1**,임야,개발제한구역,-,201905,21,4904,"52,000", ,
경기도 시흥시 정왕동,산1*,임야,개발제한구역,8m미만,201905,21,83,699,지분,
경기도 시흥시 과림동,4**,대,제1종일반주거지역,-,201905,21,86,"7,000", ,
경기도 시흥시 도창동,2**,답,자연녹지지역,8m미만,201905,21,132,"7,120",지분,
경기도 시흥시 능곡동,1**,임야,개발제한구역,-,201905,21,165,"7,500",지분,
경기도 시흥시 계수동,5**,임야,자연녹지지역,8m미만,201905,21,49,921,지분,
경기도 시흥시 거모동,산8*,임야,개발제한구역,8m미만,201905,22,99,"1,034",지분,
경기도 시흥시 금이동,산1**,임야,개발제한구역,-,201905,22,165,"1,900",지분,
경기도 시흥시 월곶동,2**,임야,개발제한구역,-,201905,22,99,"1,950",지분,
경기도 시흥시 조남동,6**,임야,개발제한구역,-,201905,22,198,"2,154",지분,
경기도 시흥시 신천동,6**,전,개발제한구역,8m미만,201905,22,53,"2,600", ,
경기도 시흥시 조남동,6**,임야,개발제한구역,-,201905,22,330,"3,790",지분,
경기도 시흥시 방산동,산6*,임야,개발제한구역,8m미만,201905,22,3074,"30,000", ,
경기도 시흥시 신천동,6**,전,개발제한구역,8m미만,201905,22,718,"35,400", ,
경기도 시흥시 금이동,산1**,임야,개발제한구역,-,201905,22,33,380,지분,
경기도 시흥시 금이동,산1**,임야,개발제한구역,-,201905,22,661,"9,000",지분,
경기도 시흥시 금이동,산8*,임야,개발제한구역,-,201905,23,102.48,"1,023",지분,
경기도 시흥시 미산동,산4*,임야,개발제한구역,-,201905,23,79.33,"1,030",지분,
경기도 시흥시 미산동,산4*,임야,개발제한구역,-,201905,23,82.64,"1,073",지분,
경기도 시흥시 금이동,산8*,임야,개발제한구역,-,201905,23,109.1,"1,089",지분,
경기도 시흥시 금이동,산1**,임야,개발제한구역,-,201905,23,99.18,"1,140",지분,
경기도 시흥시 산현동,산6*,임야,개발제한구역,8m미만,201905,23,99.18,"1,170",지분,
경기도 시흥시 능곡동,산1*,임야,개발제한구역,-,201905,23,82.65,"1,225",지분,
경기도 시흥시 미산동,산4*,임야,개발제한구역,-,201905,23,99.17,"1,287",지분,
경기도 시흥시 장현동,산2*,임야,개발제한구역,8m미만,201905,23,33,"1,300",지분,
경기도 시흥시 금이동,산1**,임야,개발제한구역,-,201905,23,99.17,"1,350",지분,
경기도 시흥시 능곡동,1**,임야,개발제한구역,-,201905,23,33,"1,400",지분,
경기도 시흥시 월곶동,산5*,임야,개발제한구역,12m미만,201905,23,99,"1,482",지분,
경기도 시흥시 능곡동,1**,임야,개발제한구역,-,201905,23,33,"1,500",지분,
경기도 시흥시 능곡동,산1*,임야,개발제한구역,-,201905,23,109.09,"1,617",지분,
경기도 시흥시 방산동,산*,임야,개발제한구역,8m미만,201905,23,36,"1,617",지분,
경기도 시흥시 월곶동,산5*,임야,개발제한구역,12m미만,201905,23,109,"1,647",지분,
경기도 시흥시 미산동,산4*,임야,개발제한구역,-,201905,23,135.52,"1,759",지분,
경기도 시흥시 금이동,산1**,임야,개발제한구역,-,201905,23,165.29,"1,900",지분,
경기도 시흥시 능곡동,1**,임야,개발제한구역,-,201905,23,46,"1,960",지분,
경기도 시흥시 미산동,산4*,임야,개발제한구역,-,201905,23,991.74,"12,870",지분,
경기도 시흥시 미산동,산4*,임야,개발제한구역,-,201905,23,165.29,"2,145",지분,
경기도 시흥시 능곡동,1**,임야,개발제한구역,-,201905,23,49.5,"2,250",지분,
경기도 시흥시 금이동,산1**,임야,개발제한구역,-,201905,23,165.28,"2,250",지분,
경기도 시흥시 월곶동,산5*,임야,개발제한구역,12m미만,201905,23,165,"2,470",지분,
경기도 시흥시 능곡동,1**,임야,개발제한구역,-,201905,23,59.5,"2,520",지분,
경기도 시흥시 논곡동,3**,답,개발제한구역,8m미만,201905,23,908,"24,700", ,
경기도 시흥시 산현동,산6*,임야,개발제한구역,8m미만,201905,23,254.54,"3,003",지분,
경기도 시흥시 금이동,산8*,임야,개발제한구역,-,201905,23,330.58,"3,300",지분,
경기도 시흥시 군자동,산2*,임야,개발제한구역,-,201905,23,99,"3,600",지분,
경기도 시흥시 금이동,산1**,임야,개발제한구역,-,201905,23,330.58,"3,800",지분,
경기도 시흥시 금이동,산1**,임야,개발제한구역,-,201905,23,280.99,"3,825",지분,
경기도 시흥시 금이동,산1**,임야,개발제한구역,12m미만,201905,23,33,382,지분,
경기도 시흥시 미산동,산4*,임야,개발제한구역,-,201905,23,330.58,"4,290",지분,
경기도 시흥시 금이동,산1**,임야,개발제한구역,12m미만,201905,23,330,"4,490",지분,
경기도 시흥시 포동,5*,도로,제1종일반주거지역,8m미만,201905,23,13,400, ,
경기도 시흥시 월곶동,산5*,임야,개발제한구역,12m미만,201905,23,33,494,지분,
경기도 시흥시 월곶동,산5*,임야,개발제한구역,12m미만,201905,23,33,499,지분,
경기도 시흥시 능곡동,1**,임야,개발제한구역,-,201905,23,118,"5,012",지분,
경기도 시흥시 능곡동,1**,임야,개발제한구역,-,201905,23,132,"5,600",지분,
경기도 시흥시 안현동,8*,임야,제1종일반주거지역,-,201905,23,5.88,540,지분,
경기도 시흥시 월곶동,9**,답,개발제한구역,8m미만,201905,23,3982,"56,000", ,
경기도 시흥시 군자동,산2*,임야,개발제한구역,-,201905,23,165,"6,000",지분,
경기도 시흥시 포동,5*,도로,제1종일반주거지역,8m미만,201905,23,1,60, ,
경기도 시흥시 미산동,산4*,임야,개발제한구역,-,201905,23,46.28,601,지분,
경기도 시흥시 미산동,산4*,임야,개발제한구역,-,201905,23,49.57,644,지분,
경기도 시흥시 장현동,산2*,임야,개발제한구역,8m미만,201905,23,165,"7,250",지분,
경기도 시흥시 미산동,산4*,임야,개발제한구역,-,201905,23,661.15,"8,580",지분,
경기도 시흥시 미산동,산4*,임야,개발제한구역,-,201905,23,66.11,858,지분,
경기도 시흥시 월곶동,산5*,임야,개발제한구역,12m미만,201905,23,66,988,지분,
경기도 시흥시 군자동,산2*,임야,개발제한구역,-,201905,24,25.9,"1,214",지분,
경기도 시흥시 조남동,6**,임야,자연녹지지역,-,201905,24,165,"1,895",지분,
경기도 시흥시 금이동,산7*,임야,개발제한구역,-,201905,24,165,"2,124",지분,
경기도 시흥시 거모동,2**,전,제1종일반주거지역,8m미만,201905,24,28,"2,300",지분,
경기도 시흥시 능곡동,1**,임야,개발제한구역,-,201905,24,56.1,"2,550",지분,
경기도 시흥시 계수동,5**,임야,개발제한구역,8m미만,201905,24,844,"22,710", ,
경기도 시흥시 능곡동,산2*,임야,자연녹지지역,-,201905,24,332,"3,784",지분,
경기도 시흥시 조남동,6**,임야,자연녹지지역,-,201905,24,330,"3,790",지분,
경기도 시흥시 정왕동,2***,대,제1종일반주거지역,25m미만,201905,24,396.4,"37,000", ,
경기도 시흥시 계수동,5**,전,자연녹지지역,-,201905,24,267,"7,290", ,
경기도 시흥시 조남동,6**,임야,자연녹지지역,-,201905,24,661,"7,580",지분,
경기도 시흥시 능곡동,산2*,임야,개발제한구역,-,201905,25,198,"2,940",지분,
경기도 시흥시 장현동,산8*,임야,자연녹지지역,-,201905,27,82,"1,054",지분,
경기도 시흥시 미산동,산4*,임야,개발제한구역,-,201905,27,99.17,"1,287",지분,
경기도 시흥시 대야동,*,도로,개발제한구역,-,201905,27,30,"1,319", ,
경기도 시흥시 미산동,산4*,임야,개발제한구역,-,201905,27,122.31,"1,587",지분,
경기도 시흥시 금이동,산1*,임야,자연녹지지역,-,201905,27,165,"1,678",지분,
경기도 시흥시 장현동,산7*,임야,자연녹지지역,-,201905,27,99,"1,797",지분,
경기도 시흥시 미산동,4**,임야,개발제한구역,-,201905,27,33,"1,950",지분,
경기도 시흥시 신천동,5**,전,개발제한구역,-,201905,27,387,"10,530", ,
경기도 시흥시 장현동,산7*,임야,자연녹지지역,-,201905,27,116,"2,097",지분,
경기도 시흥시 금이동,산1**,임야,개발제한구역,-,201905,27,165.28,"2,250",지분,
경기도 시흥시 장현동,산7*,임야,자연녹지지역,-,201905,27,132,"2,396",지분,
경기도 시흥시 장현동,산7*,임야,자연녹지지역,-,201905,27,165,"2,995",지분,
경기도 시흥시 산현동,3**,전,개발제한구역,8m미만,201905,27,991,"21,150", ,
경기도 시흥시 대야동,1**,전,자연녹지지역,-,201905,27,660,"25,000", ,
경기도 시흥시 매화동,3**,잡종지,제1종일반주거지역,-,201905,27,3,259, ,
경기도 시흥시 금이동,산1**,임야,개발제한구역,-,201905,27,330.58,"3,800",지분,
경기도 시흥시 월곶동,산4*,임야,개발제한구역,-,201905,27,661.16,"3,900",지분,
경기도 시흥시 월곶동,산1*,임야,개발제한구역,-,201905,27,33,340,지분,
경기도 시흥시 장현동,산7*,임야,자연녹지지역,-,201905,27,264,"4,792",지분,
경기도 시흥시 미산동,산4*,임야,개발제한구역,-,201905,27,33.05,429,지분,
경기도 시흥시 장현동,산7*,임야,자연녹지지역,-,201905,27,331,"5,990",지분,
경기도 시흥시 미산동,산4*,임야,개발제한구역,-,201905,27,46.28,601,지분,
경기도 시흥시 장현동,산7*,임야,자연녹지지역,-,201905,27,397,"7,188",지분,
경기도 시흥시 장현동,산7*,임야,자연녹지지역,-,201905,27,397,"7,188",지분,
경기도 시흥시 금이동,산8*,임야,개발제한구역,-,201905,28,115.71,"1,155",지분,
경기도 시흥시 산현동,산6*,임야,개발제한구역,8m미만,201905,28,99.18,"1,170",지분,
경기도 시흥시 미산동,산4*,임야,개발제한구역,-,201905,28,132.24,"1,716",지분,
경기도 시흥시 금이동,산8*,임야,개발제한구역,-,201905,28,198.35,"1,980",지분,
경기도 시흥시 월곶동,산5*,임야,개발제한구역,12m미만,201905,28,165,"2,495",지분,
경기도 시흥시 월곶동,산5*,임야,개발제한구역,12m미만,201905,28,330,"4,940",지분,
경기도 시흥시 조남동,6**,임야,개발제한구역,-,201905,28,495,"5,685",지분,
경기도 시흥시 미산동,산4*,임야,개발제한구역,-,201905,28,66.11,858,지분,
경기도 시흥시 월곶동,산5*,임야,개발제한구역,12m미만,201905,28,66,858,지분,
경기도 시흥시 방산동,산*,임야,개발제한구역,8m미만,201905,29,33,"1,470",지분,
경기도 시흥시 금이동,산1*,임야,자연녹지지역,-,201905,29,165,"1,644",지분,
경기도 시흥시 도창동,4**,전,제1종일반주거지역,8m미만,201905,29,82,"10,070",지분,
경기도 시흥시 방산동,산2*,임야,개발제한구역,-,201905,29,6,140,지분,
경기도 시흥시 방산동,산2*,임야,개발제한구역,-,201905,29,93,"2,200",지분,
경기도 시흥시 거모동,5**,도로,제1종일반주거지역,8m미만,201905,29,44,"2,210", ,
경기도 시흥시 능곡동,산1*,임야,개발제한구역,-,201905,29,165,"2,450",지분,
경기도 시흥시 방산동,산2*,임야,개발제한구역,-,201905,29,9.9,234,지분,
경기도 시흥시 매화동,산*,임야,개발제한구역,-,201905,29,33,249,지분,
경기도 시흥시 매화동,산*,임야,개발제한구역,-,201905,29,33,251,지분,
경기도 시흥시 방산동,산2*,임야,개발제한구역,-,201905,29,155.1,"3,666",지분,
경기도 시흥시 거모동,5**,도로,제1종일반주거지역,8m미만,201905,29,79,"4,080", ,
경기도 시흥시 도창동,4**,도로,제1종일반주거지역,8m미만,201905,29,8,442, ,
경기도 시흥시 능곡동,1**,임야,개발제한구역,-,201905,29,132,"5,600",지분,
경기도 시흥시 거모동,5**,도로,제1종일반주거지역,8m미만,201905,29,1,50, ,
경기도 시흥시 도창동,4**,도로,제1종일반주거지역,8m미만,201905,29,11,607, ,
경기도 시흥시 매화동,산*,임야,개발제한구역,-,201905,29,99,738,지분,
경기도 시흥시 금이동,산1*,임야,자연녹지지역,-,201905,30,165,"1,669",지분,
경기도 시흥시 능곡동,산2*,임야,자연녹지지역,-,201905,30,165,"1,892",지분,
경기도 시흥시 월곶동,산2*,임야,개발제한구역,-,201905,30,165,"1,990",지분,
경기도 시흥시 능곡동,4**,대,제2종전용주거지역,8m미만,201905,30,200,"28,498", ,
경기도 시흥시 무지내동,3**,대,제1종일반주거지역,8m미만,201905,30,16.53,"3,000",지분,
경기도 시흥시 능곡동,1**,임야,개발제한구역,-,201905,30,99,"4,200",지분,
경기도 시흥시 장곡동,산2*,임야,개발제한구역,-,201905,30,330,"4,900",지분,
경기도 시흥시 능곡동,4**,대,제2종전용주거지역,8m미만,201905,30,3.23,461,지분,
경기도 시흥시 산현동,2**,전,자연녹지지역,-,201905,30,1346,"47,840", ,
경기도 시흥시 방산동,산*,임야,개발제한구역,8m미만,201905,30,132,"5,841",지분,
경기도 시흥시 능곡동,1**,임야,개발제한구역,-,201905,30,139,"6,300",지분,
경기도 시흥시 능곡동,4**,대,제2종전용주거지역,8m미만,201905,30,58.52,"8,339",지분,
경기도 시흥시 능곡동,산2*,임야,개발제한구역,-,201905,30,66,980,지분,
경기도 시흥시 방산동,산*,임야,개발제한구역,8m미만,201905,31,23,"1,029",지분,
경기도 시흥시 매화동,산*,임야,개발제한구역,-,201905,31,132,"1,076",지분,
경기도 시흥시 방산동,산*,임야,개발제한구역,8m미만,201905,31,33,"1,470",지분,
경기도 시흥시 능곡동,1**,임야,개발제한구역,-,201905,31,33,"1,500",지분,
경기도 시흥시 군자동,2**,전,개발제한구역,8m미만,201905,31,181,"10,780",지분,
경기도 시흥시 도창동,산2*,임야,개발제한구역,-,201905,31,2627,"19,500",지분,
경기도 시흥시 금이동,산1**,임야,개발제한구역,-,201905,31,165,"2,250",지분,
경기도 시흥시 능곡동,산2*,임야,자연녹지지역,-,201905,31,166,"2,295",지분,
경기도 시흥시 금이동,1**,전,개발제한구역,-,201905,31,495,"20,415",지분,
경기도 시흥시 방산동,산*,임야,개발제한구역,8m미만,201905,31,132,"5,880",지분,
경기도 시흥시 방산동,산2*,임야,개발제한구역,-,201905,31,2.3,55,지분,
경기도 시흥시 방산동,산*,임야,개발제한구역,8m미만,201905,31,139,"6,174",지분,
경기도 시흥시 금이동,산1*,임야,개발제한구역,-,201905,31,66,671,지분,
경기도 시흥시 방산동,산2*,임야,개발제한구역,-,201905,31,40.7,959,지분,
경기도 시흥시 월곶동,산5*,임야,개발제한구역,12m미만,201905,31,66,998,지분,
경기도 시흥시 금이동,산2*,임야,자연녹지지역,12m미만,201906,1,33,"1,132",지분,
경기도 시흥시 금이동,산2*,임야,개발제한구역,12m미만,201906,1,34,"1,190",지분,
경기도 시흥시 금이동,산2*,임야,자연녹지지역,12m미만,201906,1,50,"1,750",지분,
경기도 시흥시 금이동,산2*,임야,자연녹지지역,12m미만,201906,1,100,"3,430",지분,
경기도 시흥시 금이동,산2*,임야,자연녹지지역,12m미만,201906,1,100,"3,500",지분,
경기도 시흥시 능곡동,산1*,임야,개발제한구역,-,201906,3,72,"1,078",지분,
경기도 시흥시 도창동,2**,답,자연녹지지역,8m미만,201906,3,33,"1,690",지분,
경기도 시흥시 조남동,4**,전,개발제한구역,8m미만,201906,3,92,"1,696", ,
경기도 시흥시 장현동,산8*,임야,개발제한구역,-,201906,3,133,"1,724",지분,
경기도 시흥시 조남동,4**,도로,개발제한구역,8m미만,201906,3,4,102, ,
경기도 시흥시 과림동,1**,답,자연녹지지역,8m미만,201906,3,2739,"103,000", ,
경기도 시흥시 정왕동,1**,임야,개발제한구역,8m미만,201906,3,1903,"12,000",지분,
경기도 시흥시 도창동,2**,답,자연녹지지역,8m미만,201906,3,264,"13,590",지분,
경기도 시흥시 방산동,산2*,임야,개발제한구역,-,201906,3,6.3,148,지분,
경기도 시흥시 과림동,1**,답,자연녹지지역,8m미만,201906,3,3996,"151,000", ,
경기도 시흥시 월곶동,9**,대,일반상업지역,25m이상,201906,3,330.1,"157,500", ,
경기도 시흥시 방산동,산2*,임야,개발제한구역,-,201906,3,99.7,"2,348",지분,
경기도 시흥시 정왕동,7**,전,개발제한구역,8m미만,201906,3,945,"28,200", ,
경기도 시흥시 방산동,산*,임야,개발제한구역,8m미만,201906,3,99,"4,410",지분,
경기도 시흥시 조남동,4**,도로,개발제한구역,8m미만,201906,3,8,43, ,
경기도 시흥시 능곡동,산2*,임야,개발제한구역,-,201906,3,33,490,지분,
경기도 시흥시 도창동,2**,답,개발제한구역,8m미만,201906,3,103,"5,239",지분,
경기도 시흥시 조남동,4**,전,개발제한구역,8m미만,201906,3,271,"5,542", ,
경기도 시흥시 조남동,4**,잡종지,개발제한구역,8m미만,201906,3,117,"6,153", ,
경기도 시흥시 방산동,2**,전,개발제한구역,-,201906,3,248,"6,300", ,
경기도 시흥시 정왕동,1**,전,개발제한구역,8m미만,201906,3,3405,"60,000",지분,
경기도 시흥시 정왕동,1**,전,개발제한구역,8m미만,201906,3,312,"8,000",지분,
경기도 시흥시 정왕동,산1*,임야,개발제한구역,8m미만,201906,3,99,839,지분,
경기도 시흥시 능곡동,산2*,임야,자연녹지지역,-,201906,3,664,"9,180",지분,
경기도 시흥시 정왕동,산1*,임야,개발제한구역,8m미만,201906,3,991,"9,771",지분,
경기도 시흥시 군자동,산1**,임야,개발제한구역,-,201906,4,661,"1,692",지분,
경기도 시흥시 매화동,산*,임야,개발제한구역,-,201906,4,231,"1,795",지분,
